hidden,seed,converged,sweeps,E,max_sweeps,n_weights,stuck_all_off,slow_only,run_id,notebook,python,numpy,platform
6,16,True,18575,0.2359998495065735,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,17,False,20000,3.9999961677299876,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,18,True,486,0.22658995839636228,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,19,True,9158,0.21330072010914053,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,20,False,20000,3.9999997157529448,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,21,True,7011,0.23705555647305004,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,22,True,1281,0.22852713185518536,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,23,True,3713,0.2443668477823699,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,24,True,1074,0.2317695699374719,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,25,True,19796,0.2293114150040752,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,26,True,2375,0.24881145918241937,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,27,False,20000,3.9999965054094897,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,28,False,20000,3.9999868872530593,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,29,True,1653,0.23586670409394495,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,30,False,20000,3.999999852595142,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,31,True,16719,0.22326335567083805,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,32,False,20000,3.9999985161361993,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,33,True,9118,0.2054564252176032,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,34,False,20000,3.999999637656555,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,35,False,20000,3.999999209090543,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,36,False,20000,3.999999204772225,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,37,False,20000,3.9999965736161656,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,38,True,6674,0.22419281886412545,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,39,False,20000,3.9999997895181902,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,40,True,17729,0.21318340447844064,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,41,False,20000,3.999999938173845,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,42,False,20000,3.9999993008896233,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,43,True,1387,0.2324301067467462,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,44,False,20000,3.999999829599429,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,45,False,20000,3.9999983608381893,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,46,True,3232,0.22851338882934197,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,47,False,20000,3.9999980627773093,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,48,False,20000,3.999996052569297,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,49,False,20000,3.999996514685991,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
